scorer,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000
bodyparts,BeamLeft,BeamLeft,BeamLeft,BeamMiddle,BeamMiddle,BeamMiddle,BeamRight,BeamRight,BeamRight
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,476.265380859375,36.49140167236328,0.0017249041702598333,1150.6451416015625,87.04714965820312,0.0018778856610879302,469.8552551269531,37.67863082885742,0.009429587982594967
1,475.9568786621094,35.97929763793945,0.0016738430131226778,1150.71826171875,86.65630340576172,0.001124206348322332,468.80389404296875,37.38615036010742,0.008410714566707611
2,476.0516357421875,36.27381896972656,0.001552733825519681,1150.65625,86.40400695800781,0.0017854840261861682,469.9154968261719,37.528968811035156,0.008695714175701141
3,476.5256652832031,36.71446990966797,0.0014727215748280287,1150.3408203125,86.05067443847656,0.001648409990593791,470.599365234375,37.77094268798828,0.009165425784885883
4,475.9214172363281,36.282325744628906,0.001887775957584381,474.1510009765625,33.83903503417969,0.0011692234547808766,469.87530517578125,37.56312942504883,0.01116881612688303
5,476.4090270996094,36.34661102294922,0.0015742898685857654,1150.566162109375,86.65631103515625,0.0019006713991984725,472.0525817871094,34.115989685058594,0.00790673028677702
6,476.1969909667969,36.47523880004883,0.0015738970832899213,1150.5645751953125,86.01305389404297,0.0010382139589637518,469.6907653808594,37.62334442138672,0.007839753292500973
7,475.6941223144531,36.09711837768555,0.0018942398019134998,1150.171142578125,86.27647399902344,0.0013565755216404796,469.50323486328125,37.24842071533203,0.010030549950897694
8,476.3679504394531,36.15299606323242,0.0017989426851272583,1150.345458984375,87.11457824707031,0.00249650701880455,469.4338073730469,37.24803161621094,0.0078737149015069
9,475.3619689941406,36.22050476074219,0.001893160748295486,1150.587646484375,86.23651123046875,0.0014298148453235626,469.1632385253906,37.462310791015625,0.010443627834320068
10,475.4818420410156,36.111114501953125,0.0018551826942712069,1150.1165771484375,86.88003540039062,0.002475898480042815,468.9743957519531,37.341712951660156,0.009255207143723965
11,476.4237365722656,36.66931915283203,0.001459198771044612,1150.3897705078125,86.69762420654297,0.002343198051676154,470.0845642089844,37.493682861328125,0.005864292848855257
12,475.7455139160156,36.14634704589844,0.0021207714453339577,1150.2852783203125,86.222900390625,0.0013208241434767842,469.3811950683594,37.0938720703125,0.00940138753503561
13,475.76251220703125,36.209503173828125,0.0021321685053408146,474.1614990234375,33.82234573364258,0.001659247325733304,472.2753601074219,34.15290069580078,0.012410826981067657
14,476.2069396972656,35.73926544189453,0.002593280980363488,1150.65380859375,86.35494995117188,0.0017613305244594812,470.15155029296875,36.96080780029297,0.010615207254886627
15,475.6236572265625,36.16281509399414,0.0022159393411129713,1150.5147705078125,86.4720687866211,0.0018303196411579847,469.1559143066406,37.10480499267578,0.010880489833652973
16,476.0197448730469,36.086769104003906,0.0020089256577193737,1150.520263671875,86.28427124023438,0.0020787902176380157,469.68695068359375,37.08155059814453,0.009217814542353153
17,475.7521667480469,36.319801330566406,0.0018228759290650487,1150.50244140625,86.4898452758789,0.0018441298743709922,472.07269287109375,34.4491081237793,0.008008348755538464
18,476.25927734375,36.12605667114258,0.0015469674253836274,1150.6129150390625,86.05303192138672,0.0012955446727573872,469.38153076171875,37.52993392944336,0.008291813544929028
19,476.1011962890625,36.416465759277344,0.001617190195247531,1150.7137451171875,86.71002197265625,0.0014763429062440991,472.2496032714844,34.361515045166016,0.009888236410915852
20,476.39141845703125,36.40959167480469,0.0013819291489198804,1150.356201171875,86.33130645751953,0.0016252417117357254,471.9414367675781,34.189170837402344,0.006394492462277412
21,475.7075500488281,36.3281364440918,0.0016669553006067872,1150.2469482421875,86.22208404541016,0.001407798146829009,471.9976501464844,34.205238342285156,0.01097590196877718
22,475.97479248046875,35.86682891845703,0.0022197519429028034,473.7059020996094,33.611244201660156,0.001456275931559503,469.9560241699219,37.4832763671875,0.010582100600004196
23,475.9261169433594,36.01512908935547,0.001811358262784779,1150.42626953125,86.5257797241211,0.0016612997278571129,469.4102478027344,37.21082305908203,0.008541559800505638
24,475.5115661621094,36.192626953125,0.0021100775338709354,1150.2928466796875,86.05352783203125,0.0017889590235427022,469.0594482421875,37.22489929199219,0.009867078624665737
25,476.0951843261719,35.793216705322266,0.002430703490972519,1150.3607177734375,86.22819519042969,0.0016328489873558283,469.94482421875,37.12992858886719,0.011356149800121784
26,475.6424865722656,36.27029037475586,0.001864845398813486,1150.4068603515625,86.71029663085938,0.0017669136868789792,469.49078369140625,37.33840560913086,0.009065830148756504
27,475.96533203125,36.46993637084961,0.0019720792770385742,1150.7333984375,86.46678924560547,0.0016009446699172258,469.4094543457031,37.509765625,0.008535315282642841
28,476.2183532714844,36.55630874633789,0.0011811924632638693,1150.28759765625,86.67912292480469,0.0018679073546081781,469.6672058105469,37.71001052856445,0.005918439943343401
29,475.89459228515625,36.558074951171875,0.0015474198153242469,1150.0601806640625,86.74950408935547,0.0016154927434399724,469.5296325683594,37.70005798339844,0.007996663451194763
30,475.3668518066406,36.333763122558594,0.0020454018376767635,1150.358154296875,86.60033416748047,0.0018111546523869038,469.1689453125,37.39442443847656,0.009619436226785183
31,475.8905029296875,36.25611877441406,0.0018369787139818072,1150.4622802734375,86.66624450683594,0.002182117197662592,469.5139465332031,37.49061584472656,0.010825876146554947
32,475.6001281738281,35.84212875366211,0.0028617922216653824,1150.7562255859375,86.34107208251953,0.0014048157026991248,469.5401916503906,37.021881103515625,0.011326209641993046
33,476.1431579589844,36.61745834350586,0.0015107975341379642,1150.599365234375,86.45173645019531,0.0014107567258179188,469.9555358886719,37.79416275024414,0.00874600000679493
34,476.04962158203125,36.24024200439453,0.0018065253971144557,1150.40966796875,86.55970001220703,0.0015644878149032593,469.5298767089844,37.341705322265625,0.007917446084320545
35,476.44769287109375,36.24608612060547,0.0015195813030004501,1151.206787109375,86.15545654296875,0.0011289470130577683,469.848876953125,37.4499626159668,0.007827541790902615
