scorer,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000
bodyparts,BeamLeft,BeamLeft,BeamLeft,BeamMiddle,BeamMiddle,BeamMiddle,BeamRight,BeamRight,BeamRight
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,474.914306640625,33.966896057128906,0.0050333421677351,1135.5523681640625,87.57537078857422,0.0018268601270392537,468.29559326171875,34.61944580078125,0.01839429698884487
1,475.8448181152344,33.935489654541016,0.0033892951905727386,1135.6190185546875,87.5465087890625,0.001675654435530305,468.8418884277344,34.705867767333984,0.012069985270500183
2,475.2415771484375,33.83330535888672,0.00503133237361908,474.1482238769531,34.642784118652344,0.0015754454070702195,468.4234313964844,34.569061279296875,0.016343945637345314
3,476.06048583984375,34.36437225341797,0.002820801455527544,1135.3629150390625,87.29695892333984,0.0016709420597180724,469.0615234375,34.97859573364258,0.012398876249790192
4,475.8005676269531,33.9371452331543,0.0033276951871812344,1135.302978515625,87.34400177001953,0.0013064146041870117,469.2699890136719,34.73291015625,0.0139082632958889
5,474.84442138671875,34.01660919189453,0.006297626066952944,474.30059814453125,34.603515625,0.0020689847879111767,468.15301513671875,34.63990783691406,0.01920619234442711
6,476.2145080566406,34.45858383178711,0.003282770747318864,474.3174743652344,35.15299606323242,0.0014591513900086284,468.97467041015625,35.18485641479492,0.012346324510872364
7,475.79583740234375,34.13103485107422,0.003378226887434721,1135.767578125,87.00687408447266,0.0013535633916035295,468.8817138671875,34.89904022216797,0.013580890372395515
8,475.6985778808594,33.944637298583984,0.004193469416350126,1135.8173828125,86.83489990234375,0.0016456922749057412,468.46868896484375,34.64459991455078,0.016338035464286804
9,476.442626953125,34.089324951171875,0.0024793383199721575,1135.4825439453125,87.26353454589844,0.001731053227558732,469.7730712890625,34.90383529663086,0.010041262023150921
10,475.4666442871094,34.26454162597656,0.004946997854858637,473.97344970703125,35.02943801879883,0.0017471087630838156,469.1490173339844,34.99736785888672,0.018117012456059456
11,475.96600341796875,33.839683532714844,0.004022222477942705,1135.496826171875,87.57066345214844,0.0022083520889282227,469.17767333984375,34.51496887207031,0.015994379296898842
12,475.1152038574219,33.71832275390625,0.00464387983083725,474.2122802734375,34.66264724731445,0.0015543980989605188,467.906494140625,34.416534423828125,0.01811150275170803
13,476.55230712890625,34.25128936767578,0.002755194902420044,473.5919189453125,34.83887481689453,0.0011831056326627731,469.40087890625,34.791404724121094,0.011083229444921017
14,476.2616882324219,33.80140686035156,0.003396063344553113,473.8430480957031,34.71327590942383,0.0012624512892216444,469.4191589355469,34.57584762573242,0.013232436962425709
15,476.2810363769531,33.91108322143555,0.0037502897903323174,1135.4552001953125,87.84512329101562,0.0017700426978990436,469.9051208496094,34.708221435546875,0.01254284754395485
16,475.4533996582031,34.24721908569336,0.003783413441851735,1135.580078125,87.1043472290039,0.0013978020288050175,468.91802978515625,35.05061721801758,0.013503585942089558
17,475.676025390625,33.97435760498047,0.0047998931258916855,473.98858642578125,34.782806396484375,0.0017836015904322267,468.8678283691406,34.65785217285156,0.01728575862944126
18,475.7828369140625,33.73502731323242,0.0045694224536418915,474.0484924316406,34.58681106567383,0.0016348089557141066,469.0729675292969,34.48776626586914,0.016920631751418114
19,475.3653564453125,34.05684280395508,0.004645852837711573,474.1477966308594,34.52150344848633,0.0016495826421305537,468.81451416015625,34.617088317871094,0.018510866910219193
20,475.8647766113281,33.64564514160156,0.0030854488722980022,1135.1988525390625,87.60444641113281,0.0016591808525845408,468.9098815917969,34.20482635498047,0.01297712791711092
21,475.558349609375,33.9483642578125,0.0039432053454220295,474.1066589355469,34.65044403076172,0.0013771704398095608,468.6124267578125,34.50242614746094,0.015388589352369308
22,475.4818420410156,34.30891799926758,0.0038991852197796106,473.8565368652344,35.23008728027344,0.0014536903472617269,468.46783447265625,35.01741409301758,0.014916540123522282
23,475.73211669921875,33.917720794677734,0.004065564833581448,473.9405822753906,34.72486877441406,0.0014648541109636426,468.9300537109375,34.6207389831543,0.016190828755497932
24,475.79736328125,33.955204010009766,0.003977814689278603,1135.7744140625,87.3311996459961,0.0018364456482231617,469.00262451171875,34.68802261352539,0.014930889941751957
25,476.0860290527344,34.36648178100586,0.0037921650800853968,1135.5023193359375,87.12690734863281,0.001559071009978652,469.5581359863281,35.01189422607422,0.01314547285437584
26,475.57879638671875,34.247398376464844,0.0030930794309824705,1135.387451171875,87.27555084228516,0.0013109691208228469,468.1260986328125,35.06403732299805,0.01299421489238739
27,475.449462890625,33.837486267089844,0.003684486960992217,1135.7923583984375,87.5287094116211,0.0017113334033638239,467.8077697753906,34.546669006347656,0.017555437982082367
28,475.1331787109375,34.16962814331055,0.004562550224363804,474.2305908203125,35.12570571899414,0.0016286030877381563,468.68017578125,34.874271392822266,0.016140298917889595
29,475.92950439453125,34.23417282104492,0.0030771757010370493,1135.818115234375,86.98359680175781,0.0013933205045759678,468.909423828125,34.8764762878418,0.012185881845653057
30,476.58868408203125,34.24407958984375,0.002367963781580329,1135.67578125,87.47080993652344,0.0022237382363528013,468.7947082519531,34.97379684448242,0.008064069785177708
31,475.4962158203125,34.2589111328125,0.005222351755946875,474.1677551269531,34.85065460205078,0.00190682802349329,469.0500183105469,34.74179458618164,0.017861321568489075
32,475.9042663574219,33.50619888305664,0.004559081979095936,473.9834899902344,34.48243713378906,0.0016077124746516347,468.9156494140625,34.39780807495117,0.01940484344959259
33,475.5881652832031,33.86922073364258,0.004136214032769203,1135.6676025390625,87.3050537109375,0.0016054712468758225,468.66033935546875,34.46254348754883,0.017062127590179443
34,474.9545593261719,33.907344818115234,0.006082392297685146,474.0692443847656,34.77414321899414,0.001959580695256591,468.362060546875,34.63298034667969,0.01874462328851223
35,476.2678527832031,34.294395446777344,0.00355287897400558,1135.7867431640625,87.45359802246094,0.0017786945682018995,469.7048645019531,34.84458923339844,0.013159669935703278
