scorer,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000,DLC_resnet50_BeamTraining1Dec27shuffle1_20000
bodyparts,BeamLeft,BeamLeft,BeamLeft,BeamMiddle,BeamMiddle,BeamMiddle,BeamRight,BeamRight,BeamRight
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,475.42523193359375,33.85430145263672,0.004369725938886404,1135.5179443359375,87.56282806396484,0.001849934458732605,468.7620849609375,34.50727462768555,0.017349647358059883
1,475.9862365722656,33.950653076171875,0.0037310412153601646,1135.656494140625,87.44291687011719,0.0017998968251049519,469.1075744628906,34.5883903503418,0.01393139362335205
2,475.9700622558594,34.01905822753906,0.004630513489246368,474.0386047363281,34.52621078491211,0.001553530222736299,469.4515380859375,34.5207633972168,0.013808118179440498
3,475.6616516113281,33.78570556640625,0.0044263433665037155,473.7547607421875,34.657066345214844,0.0015360132092610002,468.93475341796875,34.45410919189453,0.017925191670656204
4,475.6053466796875,33.7197265625,0.002536974847316742,1135.5133056640625,87.3993148803711,0.001512137590907514,468.13555908203125,34.445133209228516,0.011312874034047127
5,475.3333435058594,33.88658142089844,0.005008896347135305,474.2403564453125,34.53489685058594,0.0018272348679602146,468.3569030761719,34.48171615600586,0.021227577701210976
6,475.1463317871094,33.74480438232422,0.00568050192669034,474.1239929199219,34.39974594116211,0.0018578661838546395,468.6287841796875,34.4166374206543,0.01976596936583519
7,476.299560546875,33.82025909423828,0.003179926425218582,1135.621337890625,87.41828918457031,0.0018007432809099555,469.5679016113281,34.496070861816406,0.01253186073154211
8,475.7450256347656,33.994873046875,0.0035991270560771227,1135.434326171875,87.01498413085938,0.00135591602884233,468.3163757324219,34.64490509033203,0.013705828227102757
9,475.4714050292969,33.64594268798828,0.0048372261226177216,1135.8009033203125,87.35713195800781,0.0017654813127592206,468.6170654296875,34.460548400878906,0.017231540754437447
10,475.68292236328125,34.38837814331055,0.004466399550437927,473.8954162597656,34.92615509033203,0.0017404467798769474,469.35986328125,34.9142951965332,0.017250390723347664
11,476.0950927734375,33.99427032470703,0.0036225563380867243,1135.725830078125,87.70601654052734,0.0015976645518094301,469.3914489746094,34.71450424194336,0.012598365545272827
12,476.36749267578125,34.0858268737793,0.002853961428627372,1135.628662109375,87.82707214355469,0.001347247278317809,469.62835693359375,34.75688171386719,0.013082120567560196
13,475.41497802734375,33.87430953979492,0.004302309826016426,473.91259765625,34.976951599121094,0.0017067189328372478,468.715576171875,34.679405212402344,0.0204448439180851
14,475.3809509277344,34.02972412109375,0.004590408876538277,474.27099609375,34.73370361328125,0.0016161552630364895,468.4309997558594,34.55607604980469,0.016661126166582108
15,475.94879150390625,34.095375061035156,0.003210141323506832,473.94866943359375,34.7526741027832,0.0011543015716597438,469.30096435546875,34.58945083618164,0.011139826849102974
16,475.6561279296875,34.07854080200195,0.004245302639901638,473.79034423828125,34.8900146484375,0.0015729181468486786,469.45843505859375,34.72075653076172,0.017061598598957062
17,475.4072265625,33.59833526611328,0.004423333331942558,1135.5118408203125,87.29011535644531,0.0016753161326050758,468.72247314453125,34.403724670410156,0.017579155042767525
18,475.8760070800781,34.281314849853516,0.004915266297757626,474.0279541015625,34.8898811340332,0.0018504743929952383,469.6086120605469,34.78551483154297,0.017032425850629807
19,475.4788513183594,34.074459075927734,0.005223191808909178,473.744140625,34.816864013671875,0.0018898049602285028,469.19158935546875,34.68411636352539,0.0202566459774971
20,475.4833984375,33.682273864746094,0.004917318467050791,473.900146484375,34.60865020751953,0.0016941385110840201,468.699462890625,34.50014114379883,0.017236175015568733
21,475.4841613769531,33.84977340698242,0.004297281615436077,473.8460998535156,34.75879669189453,0.001472941949032247,468.93890380859375,34.70415115356445,0.017258387058973312
22,475.3863525390625,34.126338958740234,0.004213844425976276,473.9071044921875,35.07135772705078,0.0014387627597898245,468.8334045410156,34.868499755859375,0.01646648347377777
23,475.9932861328125,34.273494720458984,0.00265079946257174,1135.47265625,87.5664291381836,0.0013599368976429105,468.7321472167969,35.07404327392578,0.010709130205214024
24,476.1007995605469,34.184329986572266,0.0038039591163396835,1135.3858642578125,87.22220611572266,0.0017749886028468609,469.4176330566406,34.848148345947266,0.01274329237639904
25,475.99688720703125,33.9725341796875,0.0033224201761186123,1135.8631591796875,87.66583251953125,0.00187457085121423,469.0453186035156,34.49266815185547,0.013707769103348255
26,475.7325439453125,33.744998931884766,0.00451696990057826,474.39422607421875,34.33135223388672,0.0016179380472749472,468.69061279296875,34.26270294189453,0.01756361499428749
27,476.09295654296875,33.92491912841797,0.0036558685824275017,473.3856506347656,34.91383743286133,0.0013132652966305614,469.65875244140625,34.60078048706055,0.01603800244629383
28,475.19512939453125,33.58555221557617,0.004509270191192627,1135.4822998046875,87.21087646484375,0.001610152656212449,468.5851745605469,34.417579650878906,0.016342565417289734
29,476.11383056640625,33.841697692871094,0.003417378291487694,474.02728271484375,34.60051727294922,0.0012886354234069586,469.2779846191406,34.383426666259766,0.014736892655491829
30,476.6483154296875,34.11172866821289,0.002479357412084937,1135.5875244140625,87.24964904785156,0.0010709959315136075,469.5709228515625,34.52116775512695,0.008300330489873886
31,475.73028564453125,33.81934356689453,0.004375062882900238,1135.5728759765625,87.26830291748047,0.001900339382700622,468.86224365234375,34.492454528808594,0.015871034935116768
32,476.6730651855469,34.06459045410156,0.0032945636194199324,1135.49755859375,87.18549346923828,0.0014494032366201282,469.798828125,34.730064392089844,0.01211753860116005
33,476.3153381347656,34.171478271484375,0.0036744880490005016,473.8147277832031,34.929534912109375,0.0015016469405964017,469.48492431640625,34.825408935546875,0.014027269557118416
34,475.96197509765625,34.2791862487793,0.0035979521926492453,1135.7193603515625,87.49626159667969,0.0014820342184975743,469.6010437011719,34.985755920410156,0.012469572015106678
35,475.68255615234375,34.227054595947266,0.0047262306325137615,473.82952880859375,35.37921905517578,0.0017161244759336114,469.4490051269531,34.94707489013672,0.015464328229427338
